"Store No.","Name","Latitude","Longitude","Street","City","State","Zip_Code","County","Phone","Open Hours","URL","Provider","Updated Date","Country","Status","Direction URL","NAICS 1","NAICS 2","SIC 1","SIC 2","Stock Ticker"
"001.005.1727","Chili's Franklin","42.927081","-87.9503","6439 South 27th Street","Franklin","WI","53132","Milwaukee","414-761-5889","monday:- 11:00 - 22:00 | tuesday:- 11:00 - 22:00 | wednesday:- 11:00 - 22:00 | thursday:- 11:00 - 22:00 | friday:- 11:00 - 23:00 | saturday:- 11:00 - 23:00 | sunday:- 11:00 - 22:00","https://www.chilis.com/locations/us/wisconsin/franklin/east-franklin","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/6439+South+27th+Street,+Franklin,+WI,+53132,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.1191","Chili's Albuquerque","35.0716162","-106.534102","10220 Central Avenue Se","Albuquerque","NM","87123","Bernalillo","505-296-6400","monday:- 11:00 - 22:00 | tuesday:- 11:00 - 22:00 | wednesday:- 11:00 - 22:00 | thursday:- 11:00 - 22:00 | friday:- 11:00 - 23:00 | saturday:- 11:00 - 23:00 | sunday:- 11:00 - 22:00","https://www.chilis.com/locations/us/new-mexico/albuquerque/central-eubank","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/10220+Central+Avenue+Se,+Albuquerque,+NM,+87123,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.0481","Chili's Memphis","35.1994734","-89.7932076","8100 Giacosa Dr","Memphis","TN","38133","Shelby","901-372-3132","monday:- 10:45 - 22:00 | tuesday:- 10:45 - 22:00 | wednesday:- 10:45 - 22:00 | thursday:- 10:45 - 22:00 | friday:- 10:45 - 22:00 | saturday:- 10:45 - 22:00 | sunday:- 10:45 - 22:00","https://www.chilis.com/locations/us/tennessee/memphis/wolfchase","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/8100+Giacosa+Dr,+Memphis,+TN,+38133,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.1777","Chili's Valparaiso","41.466103","-87.028","250 Silhavy Road","Valparaiso","IN","46383","Porter","219-465-7344","monday:- 11:00 - 22:00 | tuesday:- 11:00 - 22:00 | wednesday:- 11:00 - 22:00 | thursday:- 11:00 - 22:00 | friday:- 11:00 - 23:00 | saturday:- 11:00 - 23:00 | sunday:- 11:00 - 22:00","https://www.chilis.com/locations/us/indiana/valparaiso/valparaiso","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/250+Silhavy+Road,+Valparaiso,+IN,+46383,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.1215","Chili's Greenacres","26.5906324","-80.1471105","5910 Jog Rd","Greenacres","FL","33467","Palm Beach","561-434-0319","monday:- 11:00 - 23:00 | tuesday:- 11:00 - 23:00 | wednesday:- 11:00 - 23:00 | thursday:- 11:00 - 23:00 | friday:- 11:00 - 24:00 | saturday:- 11:00 - 24:00 | sunday:- 11:00 - 23:00","https://www.chilis.com/locations/us/florida/greenacres/lantana","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/5910+Jog+Rd,+Greenacres,+FL,+33467,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.1389","Chili's Pleasanton","28.9371999","-98.5166788","2311 W Oaklawn","Pleasanton","TX","78064","Atascosa","830-569-6449","monday:- 10:45 - 23:00 | tuesday:- 10:45 - 23:00 | wednesday:- 10:45 - 23:00 | thursday:- 10:45 - 23:00 | friday:- 10:45 - 23:00 | saturday:- 10:45 - 23:00 | sunday:- 10:45 - 23:00","https://www.chilis.com/locations/us/texas/pleasanton/jourdanton-pleasanton","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/2311+W+Oaklawn,+Pleasanton,+TX,+78064,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.0867","Chili's Garner","35.6933029","-78.5832473","115 Carillon Dr","Garner","NC","27529","Wake","919-771-1700","monday:- 11:00 - 23:00 | tuesday:- 11:00 - 23:00 | wednesday:- 11:00 - 23:00 | thursday:- 11:00 - 23:00 | friday:- 11:00 - 24:00 | saturday:- 11:00 - 24:00 | sunday:- 11:00 - 23:00","https://www.chilis.com/locations/us/north-carolina/garner/garner","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/115+Carillon+Dr,+Garner,+NC,+27529,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.1171","Chili's Plainville","42.0325994","-71.3119019","107 Taunton Street","Plainville","MA","02762","Norfolk","508-695-5105","monday:- 11:00 - 23:00 | tuesday:- 11:00 - 23:00 | wednesday:- 11:00 - 23:00 | thursday:- 11:00 - 23:00 | friday:- 11:00 - 24:00 | saturday:- 11:00 - 24:00 | sunday:- 11:00 - 23:00","https://www.chilis.com/locations/us/massachusetts/plainville/plainville","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/107+Taunton+Street,+Plainville,+MA,+02762,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.0938","Chili's West Jordan","40.6197485","-111.9771602","3629 Center Park Dr","West Jordan","UT","84084","Salt Lake","801-282-2322","monday:- 11:00 - 23:00 | tuesday:- 11:00 - 23:00 | wednesday:- 11:00 - 23:00 | thursday:- 11:00 - 23:00 | friday:- 11:00 - 24:00 | saturday:- 11:00 - 24:00 | sunday:- 11:00 - 23:00","https://www.chilis.com/locations/us/utah/west-jordan/west-jordan","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/3629+Center+Park+Dr,+West+Jordan,+UT,+84084,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.1554","Chili's Upland","34.1333603","-117.6347337","1191 E 19th St","Upland","CA","91784","San Bernardino","909-932-1051","monday:- 11:00 - 22:00 | tuesday:- 11:00 - 22:00 | wednesday:- 11:00 - 22:00 | thursday:- 11:00 - 22:00 | friday:- 11:00 - 23:00 | saturday:- 11:00 - 23:00 | sunday:- 11:00 - 22:00","https://www.chilis.com/locations/us/california/upland/upland","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/1191+E+19th+St,+Upland,+CA,+91784,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.1789","Chili's Morris","41.39143","-88.4237","88 W Gore Rd","Morris","IL","60450","Grundy","815-941-2005","monday:- 11:00 - 22:00 | tuesday:- 11:00 - 22:00 | wednesday:- 11:00 - 22:00 | thursday:- 11:00 - 22:00 | friday:- 11:00 - 23:00 | saturday:- 11:00 - 23:00 | sunday:- 11:00 - 22:00","https://www.chilis.com/locations/us/illinois/morris/morris","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/88+W+Gore+Rd,+Morris,+IL,+60450,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.0428","Chili's San Marcos","29.8688481","-97.9380123","102 N Ih 35","San Marcos","TX","78666","Hays","512-754-7420","monday:- 10:45 - 23:00 | tuesday:- 10:45 - 23:00 | wednesday:- 10:45 - 23:00 | thursday:- 10:45 - 23:00 | friday:- 10:45 - 24:00 | saturday:- 10:45 - 24:00 | sunday:- 10:45 - 23:00","https://www.chilis.com/locations/us/texas/san-marcos/san-marcos","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/102+N+Ih+35,+San+Marcos,+TX,+78666,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.0050","Chili's West Covina","34.072421","-117.882954","2929 E Eastland Ctr Dr","West Covina","CA","91791","Los Angeles","626-915-8809","monday:- 11:00 - 22:00 | tuesday:- 11:00 - 22:00 | wednesday:- 11:00 - 22:00 | thursday:- 11:00 - 22:00 | friday:- 11:00 - 23:00 | saturday:- 11:00 - 23:00 | sunday:- 11:00 - 22:00","https://www.chilis.com/locations/us/california/west-covina/west-covina","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/2929+E+Eastland+Ctr+Dr,+West+Covina,+CA,+91791,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.1846","Chili's Rossford","41.543352","-83.585016","9886 Olde Us 20","Rossford","OH","43460","Wood","419-873-0696","monday:- 11:00 - 22:00 | tuesday:- 11:00 - 22:00 | wednesday:- 11:00 - 22:00 | thursday:- 11:00 - 22:00 | friday:- 11:00 - 23:00 | saturday:- 11:00 - 23:00 | sunday:- 11:00 - 22:00","https://www.chilis.com/locations/us/ohio/rossford/rossford","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/9886+Olde+Us+20,+Rossford,+OH,+43460,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.1126","Chili's Riverdale","40.9923971","-74.3167065","58 State Route 23 N","Riverdale","NJ","07457","Morris","973-616-0382","monday:- 11:00 - 23:00 | tuesday:- 11:00 - 23:00 | wednesday:- 11:00 - 23:00 | thursday:- 11:00 - 23:00 | friday:- 11:00 - 24:00 | saturday:- 11:00 - 24:00 | sunday:- 11:00 - 23:00","https://www.chilis.com/locations/us/new-jersey/riverdale/riverdale-crossing","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/58+State+Route+23+N,+Riverdale,+NJ,+07457,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.1736","Chili's Chicago","41.6777","-87.6659","1750 W 119th Street","Chicago","IL","60643","Cook","773-264-3611","monday:- 11:00 - 22:00 | tuesday:- 11:00 - 22:00 | wednesday:- 11:00 - 22:00 | thursday:- 11:00 - 22:00 | friday:- 11:00 - 23:00 | saturday:- 11:00 - 23:00 | sunday:- 11:00 - 22:00","https://www.chilis.com/locations/us/illinois/chicago/marshfield","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/1750+W+119th+Street,+Chicago,+IL,+60643,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.1077","Chili's Fontana","34.1505908","-117.4745242","15252 Summit Avenue","Fontana","CA","92336","San Bernardino","909-646-7779","monday:- 11:00 - 22:30 | tuesday:- 11:00 - 22:30 | wednesday:- 11:00 - 22:30 | thursday:- 11:00 - 22:30 | friday:- 11:00 - 23:30 | saturday:- 11:00 - 23:30 | sunday:- 11:00 - 22:30","https://www.chilis.com/locations/us/california/fontana/fontana","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/15252+Summit+Avenue,+Fontana,+CA,+92336,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.1174","Chili's Jacksonville","30.1428772","-81.5474689","13891 Old Saint Augustine Road","Jacksonville","FL","32258","Duval","904-880-0100","monday:- 11:00 - 23:00 | tuesday:- 11:00 - 23:00 | wednesday:- 11:00 - 23:00 | thursday:- 11:00 - 23:00 | friday:- 11:00 - 24:00 | saturday:- 11:00 - 24:00 | sunday:- 11:00 - 23:00","https://www.chilis.com/locations/us/florida/jacksonville/bartram-crossing","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/13891+Old+Saint+Augustine+Road,+Jacksonville,+FL,+32258,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.1230","Chili's Aurora","39.7650859","-104.772898","3451 N Tower Rd","Aurora","CO","80011","Arapahoe","303-375-1550","monday:- 11:00 - 22:00 | tuesday:- 11:00 - 22:00 | wednesday:- 11:00 - 22:00 | thursday:- 11:00 - 22:00 | friday:- 11:00 - 23:00 | saturday:- 11:00 - 23:00 | sunday:- 11:00 - 22:00","https://www.chilis.com/locations/us/colorado/aurora/tower-rd","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/3451+N+Tower+Rd,+Aurora,+CO,+80011,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.1276","Chili's Mount Pleasant","33.132423","-94.967524","2403 S Jefferson Ave","Mount Pleasant","TX","75455","Titus","903-577-8778","monday:- 10:45 - 22:00 | tuesday:- 10:45 - 22:00 | wednesday:- 10:45 - 22:00 | thursday:- 10:45 - 22:00 | friday:- 10:45 - 23:30 | saturday:- 10:45 - 23:30 | sunday:- 10:45 - 22:00","https://www.chilis.com/locations/us/texas/mount-pleasant/tennison","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/2403+S+Jefferson+Ave,+Mount+Pleasant,+TX,+75455,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.0733","Chili's Colonie","42.7143834","-73.8140332","60 Wolf Road","Colonie","NY","12205","Albany","518-489-4664","monday:- 11:00 - 23:00 | tuesday:- 11:00 - 23:00 | wednesday:- 11:00 - 23:00 | thursday:- 11:00 - 23:00 | friday:- 11:00 - 24:00 | saturday:- 11:00 - 24:00 | sunday:- 11:00 - 23:00","https://www.chilis.com/locations/us/new-york/colonie/colonie","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/60+Wolf+Road,+Colonie,+NY,+12205,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.1852","Chili's Newark","39.671654","-75.649728","3220 Fashion Center Blvd","Newark","DE","19702","New Castle","302-292-6999","monday:- 11:00 - 22:00 | tuesday:- 11:00 - 22:00 | wednesday:- 11:00 - 22:00 | thursday:- 11:00 - 22:00 | friday:- 11:00 - 23:00 | saturday:- 11:00 - 23:00 | sunday:- 11:00 - 22:00","https://www.chilis.com/locations/us/delaware/newark/christiana","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/3220+Fashion+Center+Blvd,+Newark,+DE,+19702,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.1786","Chili's East Peoria","40.682476","-89.5824","800 Riverside Drive","East Peoria","IL","61611","Tazewell","309-694-4460","monday:- 11:00 - 22:00 | tuesday:- 11:00 - 22:00 | wednesday:- 11:00 - 22:00 | thursday:- 11:00 - 22:00 | friday:- 11:00 - 23:00 | saturday:- 11:00 - 23:00 | sunday:- 11:00 - 22:00","https://www.chilis.com/locations/us/illinois/east-peoria/east-peoria","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/800+Riverside+Drive,+East+Peoria,+IL,+61611,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.0557","Chili's Anderson","34.554045","-82.6827467","3803 Clemson Blvd","Anderson","SC","29621","Anderson","864-231-9082","monday:- 11:00 - 23:00 | tuesday:- 11:00 - 23:00 | wednesday:- 11:00 - 23:00 | thursday:- 11:00 - 23:00 | friday:- 11:00 - 24:00 | saturday:- 11:00 - 24:00 | sunday:- 11:00 - 23:00","https://www.chilis.com/locations/us/south-carolina/anderson/anderson","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/3803+Clemson+Blvd,+Anderson,+SC,+29621,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.1811","Chili's Sioux City","42.490432","-96.403053","110 Nebraska St","Sioux City","IA","51101","Woodbury","712-258-0700","monday:- 11:00 - 22:00 | tuesday:- 11:00 - 22:00 | wednesday:- 11:00 - 22:00 | thursday:- 11:00 - 22:00 | friday:- 11:00 - 23:00 | saturday:- 11:00 - 23:00 | sunday:- 11:00 - 22:00","https://www.chilis.com/locations/us/iowa/sioux-city/sioux-city","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/110+Nebraska+St,+Sioux+City,+IA,+51101,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.0037","Chili's Fort Worth","32.671529","-97.400347","5288 S Hulen St","Fort Worth","TX","76132","Tarrant","817-572-1195","monday:- 10:45 - 23:00 | tuesday:- 10:45 - 23:00 | wednesday:- 10:45 - 23:00 | thursday:- 10:45 - 23:00 | friday:- 10:45 - 24:00 | saturday:- 10:45 - 24:00 | sunday:- 10:45 - 23:00","https://www.chilis.com/locations/us/texas/fort-worth/hulen","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/5288+S+Hulen+St,+Fort+Worth,+TX,+76132,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.1212","Chili's Oro Valley","32.407046","-110.9468387","11065 N Oracle Rd","Oro Valley","AZ","85737","Pima","520-219-5479","monday:- 11:00 - 22:00 | tuesday:- 11:00 - 22:00 | wednesday:- 11:00 - 22:00 | thursday:- 11:00 - 22:00 | friday:- 11:00 - 22:30 | saturday:- 11:00 - 22:30 | sunday:- 11:00 - 22:00","https://www.chilis.com/locations/us/arizona/oro-valley/oro-valley","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/11065+N+Oracle+Rd,+Oro+Valley,+AZ,+85737,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.1631","Chili's Twin Falls","42.595067","-114.456608","1880 Blue Lakes Blvd N","Twin Falls","ID","83301","Twin Falls","208-734-1167","monday:- 11:00 - 22:00 | tuesday:- 11:00 - 22:00 | wednesday:- 11:00 - 22:00 | thursday:- 11:00 - 22:00 | friday:- 11:00 - 23:00 | saturday:- 11:00 - 23:00 | sunday:- 11:00 - 22:00","https://www.chilis.com/locations/us/idaho/twin-falls/twin-falls","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/1880+Blue+Lakes+Blvd+N,+Twin+Falls,+ID,+83301,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.0478","Chili's Greenville","35.577872","-77.3821909","3050 S Evans St","Greenville","NC","27834","Pitt","252-355-7449","monday:- 11:00 - 23:00 | tuesday:- 11:00 - 23:00 | wednesday:- 11:00 - 23:00 | thursday:- 11:00 - 23:00 | friday:- 11:00 - 24:00 | saturday:- 11:00 - 24:00 | sunday:- 11:00 - 23:00","https://www.chilis.com/locations/us/north-carolina/greenville/ecu","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/3050+S+Evans+St,+Greenville,+NC,+27834,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.1425","Chili's Magnolia","30.2211469","-95.5659297","6603 Fm 1488 Rd","Magnolia","TX","77354","Montgomery","281-259-8470","monday:- 10:45 - 22:00 | tuesday:- 10:45 - 22:00 | wednesday:- 10:45 - 22:00 | thursday:- 10:45 - 22:00 | friday:- 10:45 - 23:00 | saturday:- 10:45 - 23:00 | sunday:- 10:45 - 22:00","https://www.chilis.com/locations/us/texas/magnolia/magnolia","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/6603+Fm+1488+Rd,+Magnolia,+TX,+77354,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.0608","Chili's Goodyear","33.4619899","-112.3574658","1371 N Litchfield Rd","Goodyear","AZ","85395","Maricopa","623-535-4222","monday:- 11:00 - 22:00 | tuesday:- 11:00 - 22:00 | wednesday:- 11:00 - 22:00 | thursday:- 11:00 - 22:00 | friday:- 11:00 - 23:00 | saturday:- 11:00 - 23:00 | sunday:- 11:00 - 22:00","https://www.chilis.com/locations/us/arizona/goodyear/palm-valley","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/1371+N+Litchfield+Rd,+Goodyear,+AZ,+85395,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.1793","Chili's Columbus","39.211996","-85.877487","1079 N National Road","Columbus","IN","47201","Bartholomew","812-348-7596","monday:- 11:00 - 22:00 | tuesday:- 11:00 - 22:00 | wednesday:- 11:00 - 22:00 | thursday:- 11:00 - 22:00 | friday:- 11:00 - 23:00 | saturday:- 11:00 - 23:00 | sunday:- 11:00 - 22:00","https://www.chilis.com/locations/us/indiana/columbus/clifty-crossing","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/1079+N+National+Road,+Columbus,+IN,+47201,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.0636","Chili's Austell","33.852846","-84.6037752","4145 Austell Rd","Austell","GA","30106","Cobb","770-941-7279","monday:- 11:00 - 23:00 | tuesday:- 11:00 - 23:00 | wednesday:- 11:00 - 23:00 | thursday:- 11:00 - 23:00 | friday:- 11:00 - 24:00 | saturday:- 11:00 - 24:00 | sunday:- 11:00 - 23:00","https://www.chilis.com/locations/us/georgia/austell/austell","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/4145+Austell+Rd,+Austell,+GA,+30106,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.0535","Chili's Paramus","40.915712","-74.073161","75 S State Rt 17","Paramus","NJ","07652","Bergen","201-226-0600","monday:- 11:00 - 23:00 | tuesday:- 11:00 - 23:00 | wednesday:- 11:00 - 23:00 | thursday:- 11:00 - 23:00 | friday:- 11:00 - 23:00 | saturday:- 11:00 - 24:00 | sunday:- 11:00 - 23:00","https://www.chilis.com/locations/us/new-jersey/paramus/paramus","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/75+S+State+Rt+17,+Paramus,+NJ,+07652,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"701.856.0684","Chili's Lees Summit","38.926688","-94.407031","1688 Nw Chipman Rd","Lees Summit","MO","64081","Jackson","816-347-1720","monday:- 11:00 - 22:00 | tuesday:- 11:00 - 22:00 | wednesday:- 11:00 - 22:00 | thursday:- 11:00 - 22:00 | friday:- 11:00 - 22:00 | saturday:- 11:00 - 22:00 | sunday:- 11:00 - 22:00","https://www.chilis.com/locations/us/missouri/lees-summit/lees-summit","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/1688+Nw+Chipman+Rd,+Lees+Summit,+MO,+64081,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
"001.005.1419","Chili's Marshall","32.5560704","-94.3505676","1305 E End Blvd N","Marshall","TX","75670","Harrison","903-935-0022","monday:- 11:00 - 22:00 | tuesday:- 11:00 - 22:00 | wednesday:- 11:00 - 22:00 | thursday:- 11:00 - 22:00 | friday:- 11:00 - 23:00 | saturday:- 11:00 - 23:00 | sunday:- 11:00 - 22:00","https://www.chilis.com/locations/us/texas/marshall/marshall","Chili's","2026-02-24","USA","Open","https://www.google.com/maps/dir/Current+Location/1305+E+End+Blvd+N,+Marshall,+TX,+75670,+USA/","722511 - Full-Service Restaurants","533110 - Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)","58120501 - Restaurant, family: chain","67949902 - Franchises, selling or licensing","EAT:NYSE"
